Fill Mode,Always
Capacity,2500
Count,2500
Index,Current,Unit,Voltage,Unit,Math,Output,Date,Time,Fractional
56,0.0639048,A,4.99971,V,F,CV, 05/08/2024,15:54:19,0.4828
57,0.0648118,A,4.99973,V,F,CV, 05/08/2024,15:54:19,0.5893
58,0.0653054,A,4.99971,V,F,CV, 05/08/2024,15:54:19,0.6958
59,0.0651576,A,4.99976,V,F,CV, 05/08/2024,15:54:19,0.8023
60,0.0642836,A,4.99972,V,F,CV, 05/08/2024,15:54:19,0.9089
61,0.0639906,A,4.99973,V,F,CV, 05/08/2024,15:54:20,0.0154
62,0.0644146,A,4.99975,V,F,CV, 05/08/2024,15:54:20,0.1219
63,0.0899405,A,4.99976,V,F,CV, 05/08/2024,15:54:20,0.2284
64,0.0646204,A,4.99974,V,F,CV, 05/08/2024,15:54:20,0.335
65,0.0636703,A,4.99971,V,F,CV, 05/08/2024,15:54:20,0.4415
66,0.0645186,A,4.99968,V,F,CV, 05/08/2024,15:54:20,0.5481
67,0.0670767,A,4.99971,V,F,CV, 05/08/2024,15:54:20,0.6546
68,0.0642504,A,4.99971,V,F,CV, 05/08/2024,15:54:20,0.7611
69,0.0649598,A,4.99974,V,F,CV, 05/08/2024,15:54:20,0.8676
70,0.0646912,A,4.9997,V,F,CV, 05/08/2024,15:54:20,0.9742
71,0.063929,A,4.99972,V,F,CV, 05/08/2024,15:54:21,0.0807
72,0.0641286,A,4.99973,V,F,CV, 05/08/2024,15:54:21,0.1872
73,0.063672,A,4.99973,V,F,CV, 05/08/2024,15:54:21,0.2937
74,0.0637647,A,4.99972,V,F,CV, 05/08/2024,15:54:21,0.4002
75,0.0638063,A,4.9997,V,F,CV, 05/08/2024,15:54:21,0.5067
76,0.0642954,A,4.9997,V,F,CV, 05/08/2024,15:54:21,0.6132
77,0.063634,A,4.99971,V,F,CV, 05/08/2024,15:54:21,0.7198
78,0.0642475,A,4.99972,V,F,CV, 05/08/2024,15:54:21,0.8263
79,0.0870606,A,4.9997,V,F,CV, 05/08/2024,15:54:21,0.9328
80,0.0641428,A,4.99971,V,F,CV, 05/08/2024,15:54:22,0.0393
81,0.0643567,A,4.99972,V,F,CV, 05/08/2024,15:54:22,0.1458
82,0.0894046,A,4.99971,V,F,CV, 05/08/2024,15:54:22,0.2523
83,0.064106,A,4.99972,V,F,CV, 05/08/2024,15:54:22,0.3588
84,0.0632125,A,4.99973,V,F,CV, 05/08/2024,15:54:22,0.4654
85,0.0638248,A,4.99972,V,F,CV, 05/08/2024,15:54:22,0.5719
86,0.0799464,A,4.99971,V,F,CV, 05/08/2024,15:54:22,0.6784
87,0.0637183,A,4.99973,V,F,CV, 05/08/2024,15:54:22,0.7849
88,0.0645392,A,4.99974,V,F,CV, 05/08/2024,15:54:22,0.8915
89,0.0643492,A,4.9997,V,F,CV, 05/08/2024,15:54:22,0.998
90,0.0643601,A,4.99969,V,F,CV, 05/08/2024,15:54:23,0.1045
91,0.0647613,A,4.99973,V,F,CV, 05/08/2024,15:54:23,0.211
92,0.0642465,A,4.99968,V,F,CV, 05/08/2024,15:54:23,0.3176
93,0.0637884,A,4.99969,V,F,CV, 05/08/2024,15:54:23,0.4241
94,0.0637456,A,4.99969,V,F,CV, 05/08/2024,15:54:23,0.5306
95,0.0824891,A,4.99968,V,F,CV, 05/08/2024,15:54:23,0.6371
96,0.0631218,A,4.99967,V,F,CV, 05/08/2024,15:54:23,0.7436
97,0.0640542,A,4.99966,V,F,CV, 05/08/2024,15:54:23,0.8501
98,0.0913371,A,4.99967,V,F,CV, 05/08/2024,15:54:23,0.9566
99,0.0641335,A,4.99971,V,F,CV, 05/08/2024,15:54:24,0.0631
100,0.0647879,A,4.9997,V,F,CV, 05/08/2024,15:54:24,0.1696
101,0.0815465,A,4.99972,V,F,CV, 05/08/2024,15:54:24,0.2761
102,0.0649458,A,4.99971,V,F,CV, 05/08/2024,15:54:24,0.3826
103,0.0637968,A,4.9997,V,F,CV, 05/08/2024,15:54:24,0.4891
104,0.0641507,A,4.9997,V,F,CV, 05/08/2024,15:54:24,0.5956
105,0.0630481,A,4.99969,V,F,CV, 05/08/2024,15:54:24,0.7021
106,0.0637342,A,4.99971,V,F,CV, 05/08/2024,15:54:24,0.8087
107,0.0895378,A,4.9997,V,F,CV, 05/08/2024,15:54:24,0.9152
108,0.0637014,A,4.99972,V,F,CV, 05/08/2024,15:54:25,0.0217
109,0.064255,A,4.99974,V,F,CV, 05/08/2024,15:54:25,0.1282
110,0.0638751,A,4.99969,V,F,CV, 05/08/2024,15:54:25,0.2348
111,0.0641202,A,4.99969,V,F,CV, 05/08/2024,15:54:25,0.3413
112,0.0649177,A,4.99972,V,F,CV, 05/08/2024,15:54:25,0.4478
113,0.0648453,A,4.99972,V,F,CV, 05/08/2024,15:54:25,0.5543
114,0.0639223,A,4.99973,V,F,CV, 05/08/2024,15:54:25,0.6608
115,0.0640398,A,4.99973,V,F,CV, 05/08/2024,15:54:25,0.7673
116,0.0635571,A,4.99975,V,F,CV, 05/08/2024,15:54:25,0.8739
117,0.0632615,A,4.99971,V,F,CV, 05/08/2024,15:54:25,0.9804
118,0.0642887,A,4.99974,V,F,CV, 05/08/2024,15:54:26,0.0869
119,0.0636347,A,4.99973,V,F,CV, 05/08/2024,15:54:26,0.1934
120,0.0645061,A,4.99971,V,F,CV, 05/08/2024,15:54:26,0.2999
121,0.0655476,A,4.99973,V,F,CV, 05/08/2024,15:54:26,0.4064
122,0.0641635,A,4.99972,V,F,CV, 05/08/2024,15:54:26,0.513
123,0.0643081,A,4.99971,V,F,CV, 05/08/2024,15:54:26,0.6195
124,0.0643362,A,4.9997,V,F,CV, 05/08/2024,15:54:26,0.726
125,0.0884039,A,4.99971,V,F,CV, 05/08/2024,15:54:26,0.8325
126,0.0635895,A,4.99971,V,F,CV, 05/08/2024,15:54:26,0.939
127,0.0635646,A,4.99972,V,F,CV, 05/08/2024,15:54:27,0.0451
128,0.0887303,A,4.99972,V,F,CV, 05/08/2024,15:54:27,0.1516
129,0.0635522,A,4.99971,V,F,CV, 05/08/2024,15:54:27,0.2582
130,0.0645058,A,4.99969,V,F,CV, 05/08/2024,15:54:27,0.3647
131,0.0642989,A,4.99967,V,F,CV, 05/08/2024,15:54:27,0.4712
132,0.0643773,A,4.99968,V,F,CV, 05/08/2024,15:54:27,0.5777
133,0.0642833,A,4.99968,V,F,CV, 05/08/2024,15:54:27,0.6842
134,0.0648343,A,4.99967,V,F,CV, 05/08/2024,15:54:27,0.7908
135,0.064322,A,4.9997,V,F,CV, 05/08/2024,15:54:27,0.8973
136,0.0642228,A,4.99971,V,F,CV, 05/08/2024,15:54:28,0.0038
137,0.0759706,A,4.99967,V,F,CV, 05/08/2024,15:54:28,0.1103
138,0.0629815,A,4.99971,V,F,CV, 05/08/2024,15:54:28,0.2168
139,0.0636309,A,4.99969,V,F,CV, 05/08/2024,15:54:28,0.3234
140,0.088912,A,4.99969,V,F,CV, 05/08/2024,15:54:28,0.4299
141,0.0643782,A,4.99968,V,F,CV, 05/08/2024,15:54:28,0.5364
142,0.0641519,A,4.99965,V,F,CV, 05/08/2024,15:54:28,0.6429
143,0.0647771,A,4.99967,V,F,CV, 05/08/2024,15:54:28,0.7494
144,0.0643357,A,4.9997,V,F,CV, 05/08/2024,15:54:28,0.8559
145,0.0645815,A,4.99968,V,F,CV, 05/08/2024,15:54:28,0.9624
146,0.0816449,A,4.99969,V,F,CV, 05/08/2024,15:54:29,0.069
147,0.0636036,A,4.99967,V,F,CV, 05/08/2024,15:54:29,0.1755
148,0.0635557,A,4.99969,V,F,CV, 05/08/2024,15:54:29,0.282
149,0.0890512,A,4.9997,V,F,CV, 05/08/2024,15:54:29,0.3885
150,0.0641966,A,4.99972,V,F,CV, 05/08/2024,15:54:29,0.4951
151,0.0636059,A,4.99969,V,F,CV, 05/08/2024,15:54:29,0.6016
152,0.0642185,A,4.99974,V,F,CV, 05/08/2024,15:54:29,0.7081
153,0.0636871,A,4.99971,V,F,CV, 05/08/2024,15:54:29,0.8146
154,0.0647313,A,4.99971,V,F,CV, 05/08/2024,15:54:29,0.9212
155,0.0730512,A,4.99972,V,F,CV, 05/08/2024,15:54:30,0.0277
156,0.0641101,A,4.9997,V,F,CV, 05/08/2024,15:54:30,0.1342
157,0.0640367,A,4.99969,V,F,CV, 05/08/2024,15:54:30,0.2407
158,0.0639053,A,4.9997,V,F,CV, 05/08/2024,15:54:30,0.3472
159,0.0637119,A,4.9997,V,F,CV, 05/08/2024,15:54:30,0.4538
160,0.0635189,A,4.99967,V,F,CV, 05/08/2024,15:54:30,0.5603
161,0.0643183,A,4.99969,V,F,CV, 05/08/2024,15:54:30,0.6669
162,0.0633611,A,4.9997,V,F,CV, 05/08/2024,15:54:30,0.7734
163,0.0642697,A,4.9997,V,F,CV, 05/08/2024,15:54:30,0.8799
164,0.0645601,A,4.99969,V,F,CV, 05/08/2024,15:54:30,0.9864
165,0.0643659,A,4.99969,V,F,CV, 05/08/2024,15:54:31,0.093
166,0.0649418,A,4.99968,V,F,CV, 05/08/2024,15:54:31,0.1995
167,0.0659982,A,4.99971,V,F,CV, 05/08/2024,15:54:31,0.306
168,0.0643664,A,4.9997,V,F,CV, 05/08/2024,15:54:31,0.4125
169,0.0635451,A,4.99972,V,F,CV, 05/08/2024,15:54:31,0.519
170,0.0637114,A,4.99971,V,F,CV, 05/08/2024,15:54:31,0.6256
171,0.0635331,A,4.9997,V,F,CV, 05/08/2024,15:54:31,0.7321
172,0.0640794,A,4.99969,V,F,CV, 05/08/2024,15:54:31,0.8386
173,0.0664221,A,4.99971,V,F,CV, 05/08/2024,15:54:31,0.9451
174,0.0636596,A,4.99972,V,F,CV, 05/08/2024,15:54:32,0.0516
175,0.0641143,A,4.99973,V,F,CV, 05/08/2024,15:54:32,0.1581
176,0.087073,A,4.99969,V,F,CV, 05/08/2024,15:54:32,0.2647
177,0.0647486,A,4.99973,V,F,CV, 05/08/2024,15:54:32,0.3712
178,0.0640188,A,4.9997,V,F,CV, 05/08/2024,15:54:32,0.4777
179,0.0640802,A,4.99973,V,F,CV, 05/08/2024,15:54:32,0.5842
180,0.0639091,A,4.99976,V,F,CV, 05/08/2024,15:54:32,0.6907
181,0.0633273,A,4.99969,V,F,CV, 05/08/2024,15:54:32,0.7972
182,0.0646367,A,4.9997,V,F,CV, 05/08/2024,15:54:32,0.9037
183,0.063411,A,4.99968,V,F,CV, 05/08/2024,15:54:33,0.0102
184,0.0642639,A,4.99965,V,F,CV, 05/08/2024,15:54:33,0.1167
185,0.0718808,A,4.99969,V,F,CV, 05/08/2024,15:54:33,0.2232
186,0.0641313,A,4.99967,V,F,CV, 05/08/2024,15:54:33,0.3297
187,0.0642012,A,4.99974,V,F,CV, 05/08/2024,15:54:33,0.4363
188,0.0646717,A,4.99971,V,F,CV, 05/08/2024,15:54:33,0.5428
189,0.0881744,A,4.99967,V,F,CV, 05/08/2024,15:54:33,0.6493
190,0.0635356,A,4.99971,V,F,CV, 05/08/2024,15:54:33,0.7558
191,0.0634823,A,4.99972,V,F,CV, 05/08/2024,15:54:33,0.8623
192,0.0887757,A,4.99968,V,F,CV, 05/08/2024,15:54:33,0.9688
193,0.0631214,A,4.9997,V,F,CV, 05/08/2024,15:54:34,0.0754
194,0.0640605,A,4.99968,V,F,CV, 05/08/2024,15:54:34,0.1819
195,0.0860795,A,4.99972,V,F,CV, 05/08/2024,15:54:34,0.2884
196,0.0644097,A,4.99967,V,F,CV, 05/08/2024,15:54:34,0.3949
197,0.0644287,A,4.9997,V,F,CV, 05/08/2024,15:54:34,0.5014
198,0.06489,A,4.99972,V,F,CV, 05/08/2024,15:54:34,0.608
199,0.0901331,A,4.9997,V,F,CV, 05/08/2024,15:54:34,0.7145
200,0.0639249,A,4.99969,V,F,CV, 05/08/2024,15:54:34,0.821
201,0.0640642,A,4.99972,V,F,CV, 05/08/2024,15:54:34,0.9275
202,0.0630834,A,4.99974,V,F,CV, 05/08/2024,15:54:35,0.034
203,0.0636123,A,4.99971,V,F,CV, 05/08/2024,15:54:35,0.1405
204,0.085933,A,4.99973,V,F,CV, 05/08/2024,15:54:35,0.2471
205,0.0641407,A,4.99971,V,F,CV, 05/08/2024,15:54:35,0.3536
206,0.0638115,A,4.9997,V,F,CV, 05/08/2024,15:54:35,0.4601
207,0.0640983,A,4.99969,V,F,CV, 05/08/2024,15:54:35,0.5666
208,0.0644771,A,4.99972,V,F,CV, 05/08/2024,15:54:35,0.6731
209,0.0648075,A,4.99972,V,F,CV, 05/08/2024,15:54:35,0.7796
210,0.0646759,A,4.99973,V,F,CV, 05/08/2024,15:54:35,0.8862
211,0.06371,A,4.99973,V,F,CV, 05/08/2024,15:54:35,0.9927
212,0.06371,A,4.99969,V,F,CV, 05/08/2024,15:54:36,0.0992
213,0.0637726,A,4.9997,V,F,CV, 05/08/2024,15:54:36,0.2057
214,0.0640465,A,4.99969,V,F,CV, 05/08/2024,15:54:36,0.3122
215,0.0637924,A,4.99969,V,F,CV, 05/08/2024,15:54:36,0.4187
216,0.064189,A,4.99966,V,F,CV, 05/08/2024,15:54:36,0.5253
217,0.0640999,A,4.99968,V,F,CV, 05/08/2024,15:54:36,0.6318
218,0.064175,A,4.99969,V,F,CV, 05/08/2024,15:54:36,0.7384
219,0.0646729,A,4.99969,V,F,CV, 05/08/2024,15:54:36,0.8449
220,0.0644429,A,4.99966,V,F,CV, 05/08/2024,15:54:36,0.9514
221,0.064907,A,4.9997,V,F,CV, 05/08/2024,15:54:37,0.0579
222,0.0704687,A,4.99969,V,F,CV, 05/08/2024,15:54:37,0.1645
223,0.0635658,A,4.9997,V,F,CV, 05/08/2024,15:54:37,0.271
224,0.0631877,A,4.99966,V,F,CV, 05/08/2024,15:54:37,0.3775
225,0.0635252,A,4.99969,V,F,CV, 05/08/2024,15:54:37,0.484
226,0.0860545,A,4.99972,V,F,CV, 05/08/2024,15:54:37,0.5906
227,0.0632807,A,4.99971,V,F,CV, 05/08/2024,15:54:37,0.6971
228,0.0642072,A,4.99969,V,F,CV, 05/08/2024,15:50:11,0.4599
229,0.0642747,A,4.99975,V,F,CV, 05/08/2024,15:50:11,0.5665
230,0.0641612,A,4.99973,V,F,CV, 05/08/2024,15:50:11,0.673
231,0.0644096,A,4.99969,V,F,CV, 05/08/2024,15:50:11,0.7796
232,0.0634731,A,4.99972,V,F,CV, 05/08/2024,15:50:11,0.8861
233,0.0637629,A,4.99971,V,F,CV, 05/08/2024,15:50:11,0.9926
234,0.0636917,A,4.99971,V,F,CV, 05/08/2024,15:50:12,0.0988
235,0.0637939,A,4.9997,V,F,CV, 05/08/2024,15:50:12,0.2053
236,0.0643243,A,4.99971,V,F,CV, 05/08/2024,15:50:12,0.3118
237,0.0638729,A,4.99969,V,F,CV, 05/08/2024,15:50:12,0.4184
238,0.0638081,A,4.99971,V,F,CV, 05/08/2024,15:50:12,0.525
239,0.065028,A,4.99972,V,F,CV, 05/08/2024,15:50:12,0.6316
240,0.0763095,A,4.99969,V,F,CV, 05/08/2024,15:50:12,0.7381
241,0.0638197,A,4.99967,V,F,CV, 05/08/2024,15:50:12,0.8447
242,0.0640069,A,4.99967,V,F,CV, 05/08/2024,15:50:12,0.9512
243,0.0914889,A,4.99966,V,F,CV, 05/08/2024,15:50:13,0.0578
244,0.0630887,A,4.99968,V,F,CV, 05/08/2024,15:50:13,0.1643
245,0.0636711,A,4.99967,V,F,CV, 05/08/2024,15:50:13,0.2709
246,0.0637056,A,4.99968,V,F,CV, 05/08/2024,15:50:13,0.3774
247,0.0633156,A,4.99968,V,F,CV, 05/08/2024,15:50:13,0.484
248,0.0644395,A,4.99967,V,F,CV, 05/08/2024,15:50:13,0.5905
249,0.0681437,A,4.99967,V,F,CV, 05/08/2024,15:50:13,0.697
250,0.0640428,A,4.99966,V,F,CV, 05/08/2024,15:50:13,0.8036
251,0.0645045,A,4.99967,V,F,CV, 05/08/2024,15:50:13,0.9101
252,0.0643788,A,4.99968,V,F,CV, 05/08/2024,15:50:14,0.0167
253,0.0638583,A,4.99969,V,F,CV, 05/08/2024,15:50:14,0.1232
254,0.064179,A,4.99967,V,F,CV, 05/08/2024,15:50:14,0.2298
255,0.0634995,A,4.99968,V,F,CV, 05/08/2024,15:50:14,0.3364
256,0.0630381,A,4.99969,V,F,CV, 05/08/2024,15:50:14,0.4429
257,0.0637508,A,4.99968,V,F,CV, 05/08/2024,15:50:14,0.5495
258,0.0765447,A,4.99969,V,F,CV, 05/08/2024,15:50:14,0.656
259,0.063526,A,4.99971,V,F,CV, 05/08/2024,15:50:14,0.7626
260,0.0641772,A,4.9997,V,F,CV, 05/08/2024,15:50:14,0.8692
261,0.0907182,A,4.99966,V,F,CV, 05/08/2024,15:50:14,0.9757
262,0.0643504,A,4.99968,V,F,CV, 05/08/2024,15:50:15,0.0822
263,0.0644417,A,4.99969,V,F,CV, 05/08/2024,15:50:15,0.1888
264,0.0638796,A,4.99967,V,F,CV, 05/08/2024,15:50:15,0.2953
265,0.0637375,A,4.99967,V,F,CV, 05/08/2024,15:50:15,0.4019
266,0.0637008,A,4.99969,V,F,CV, 05/08/2024,15:50:15,0.5084
267,0.0643478,A,4.99968,V,F,CV, 05/08/2024,15:50:15,0.615
268,0.0634432,A,4.99969,V,F,CV, 05/08/2024,15:50:15,0.7215
269,0.0641287,A,4.99968,V,F,CV, 05/08/2024,15:50:15,0.828
270,0.0641181,A,4.9997,V,F,CV, 05/08/2024,15:50:15,0.9345
271,0.0637945,A,4.99969,V,F,CV, 05/08/2024,15:50:16,0.0411
272,0.0645967,A,4.99971,V,F,CV, 05/08/2024,15:50:16,0.1476
273,0.0641996,A,4.99968,V,F,CV, 05/08/2024,15:50:16,0.2542
274,0.0642371,A,4.99972,V,F,CV, 05/08/2024,15:50:16,0.3607
275,0.0639915,A,4.99972,V,F,CV, 05/08/2024,15:50:16,0.4673
276,0.06423,A,4.9997,V,F,CV, 05/08/2024,15:50:16,0.5739
277,0.0633147,A,4.99968,V,F,CV, 05/08/2024,15:50:16,0.6804
278,0.0641769,A,4.99969,V,F,CV, 05/08/2024,15:50:16,0.787
279,0.0638612,A,4.99968,V,F,CV, 05/08/2024,15:50:16,0.8935
280,0.0637281,A,4.99967,V,F,CV, 05/08/2024,15:50:17,0.0001
281,0.0641355,A,4.99967,V,F,CV, 05/08/2024,15:50:17,0.1066
282,0.0634623,A,4.99966,V,F,CV, 05/08/2024,15:50:17,0.2131
283,0.0643189,A,4.99969,V,F,CV, 05/08/2024,15:50:17,0.3197
284,0.064698,A,4.99965,V,F,CV, 05/08/2024,15:50:17,0.4262
285,0.0648268,A,4.99968,V,F,CV, 05/08/2024,15:50:17,0.5328
286,0.064316,A,4.99969,V,F,CV, 05/08/2024,15:50:17,0.6393
287,0.0642118,A,4.99967,V,F,CV, 05/08/2024,15:50:17,0.7459
288,0.0637714,A,4.99968,V,F,CV, 05/08/2024,15:50:17,0.8524
289,0.0632928,A,4.99968,V,F,CV, 05/08/2024,15:50:17,0.9589
290,0.0641572,A,4.99965,V,F,CV, 05/08/2024,15:50:18,0.0655
291,0.0633897,A,4.99963,V,F,CV, 05/08/2024,15:50:18,0.172
292,0.0639827,A,4.99965,V,F,CV, 05/08/2024,15:50:18,0.2785
293,0.0746524,A,4.99967,V,F,CV, 05/08/2024,15:50:18,0.3851
294,0.0641052,A,4.99966,V,F,CV, 05/08/2024,15:50:18,0.4916
295,0.0643787,A,4.99969,V,F,CV, 05/08/2024,15:50:18,0.5981
296,0.0646355,A,4.9997,V,F,CV, 05/08/2024,15:50:18,0.7047
297,0.0644439,A,4.99964,V,F,CV, 05/08/2024,15:50:18,0.8112
298,0.0639228,A,4.99967,V,F,CV, 05/08/2024,15:50:18,0.9177
299,0.0640641,A,4.99967,V,F,CV, 05/08/2024,15:50:19,0.0243
300,0.0632748,A,4.99968,V,F,CV, 05/08/2024,15:50:19,0.1308
301,0.0636498,A,4.99969,V,F,CV, 05/08/2024,15:50:19,0.2373
302,0.0643643,A,4.99969,V,F,CV, 05/08/2024,15:50:19,0.3438
303,0.0639046,A,4.99968,V,F,CV, 05/08/2024,15:50:19,0.4504
304,0.0635749,A,4.99967,V,F,CV, 05/08/2024,15:50:19,0.5569
305,0.0641141,A,4.99966,V,F,CV, 05/08/2024,15:50:19,0.6635
306,0.091859,A,4.99967,V,F,CV, 05/08/2024,15:50:19,0.77
307,0.0643939,A,4.99967,V,F,CV, 05/08/2024,15:50:19,0.8765
308,0.0643378,A,4.99968,V,F,CV, 05/08/2024,15:50:19,0.9831
309,0.063873,A,4.99966,V,F,CV, 05/08/2024,15:50:20,0.0896
310,0.0638158,A,4.99968,V,F,CV, 05/08/2024,15:50:20,0.1962
311,0.0638439,A,4.9997,V,F,CV, 05/08/2024,15:50:20,0.3027
312,0.0637033,A,4.99969,V,F,CV, 05/08/2024,15:50:20,0.4093
313,0.0631846,A,4.99969,V,F,CV, 05/08/2024,15:50:20,0.5159
314,0.0639601,A,4.99968,V,F,CV, 05/08/2024,15:50:20,0.6224
315,0.0744701,A,4.99971,V,F,CV, 05/08/2024,15:50:20,0.7289
316,0.0638766,A,4.9997,V,F,CV, 05/08/2024,15:50:20,0.8355
317,0.0644857,A,4.99971,V,F,CV, 05/08/2024,15:50:20,0.942
318,0.0899122,A,4.99969,V,F,CV, 05/08/2024,15:50:21,0.0485
319,0.0641631,A,4.9997,V,F,CV, 05/08/2024,15:50:21,0.1551
320,0.0641991,A,4.99968,V,F,CV, 05/08/2024,15:50:21,0.2616
321,0.0637746,A,4.99967,V,F,CV, 05/08/2024,15:50:21,0.3682
322,0.0631641,A,4.99968,V,F,CV, 05/08/2024,15:50:21,0.4747
323,0.0635322,A,4.99968,V,F,CV, 05/08/2024,15:50:21,0.5813
324,0.0641078,A,4.99968,V,F,CV, 05/08/2024,15:50:21,0.6878
325,0.0632792,A,4.99969,V,F,CV, 05/08/2024,15:50:21,0.7943
326,0.0643724,A,4.99971,V,F,CV, 05/08/2024,15:50:21,0.9008
327,0.0640038,A,4.99967,V,F,CV, 05/08/2024,15:50:22,0.0074
328,0.0645558,A,4.99968,V,F,CV, 05/08/2024,15:50:22,0.114
329,0.0648821,A,4.99966,V,F,CV, 05/08/2024,15:50:22,0.2205
330,0.064195,A,4.99965,V,F,CV, 05/08/2024,15:50:22,0.3271
331,0.0634824,A,4.99973,V,F,CV, 05/08/2024,15:50:22,0.4336
332,0.0637886,A,4.99968,V,F,CV, 05/08/2024,15:50:22,0.5402
333,0.0639539,A,4.99971,V,F,CV, 05/08/2024,15:50:22,0.6467
334,0.0631814,A,4.9997,V,F,CV, 05/08/2024,15:50:22,0.7533
335,0.0640991,A,4.99967,V,F,CV, 05/08/2024,15:50:22,0.8598
336,0.0632995,A,4.99968,V,F,CV, 05/08/2024,15:50:22,0.9664
337,0.0639892,A,4.9997,V,F,CV, 05/08/2024,15:50:23,0.0729
338,0.0647733,A,4.9997,V,F,CV, 05/08/2024,15:50:23,0.1794
339,0.0641999,A,4.99969,V,F,CV, 05/08/2024,15:50:23,0.286
340,0.064789,A,4.99969,V,F,CV, 05/08/2024,15:50:23,0.3925
