Fill Mode,Always
Capacity,2500
Count,2500
Index,Current,Unit,Voltage,Unit,Math,Output,Date,Time,Fractional
24,0.0641302,A,4.99964,V,F,CV, 05/08/2024,15:48:33,0.9601
25,0.0637913,A,4.99968,V,F,CV, 05/08/2024,15:48:34,0.0667
26,0.0633301,A,4.99969,V,F,CV, 05/08/2024,15:48:34,0.1733
27,0.0640218,A,4.99971,V,F,CV, 05/08/2024,15:48:34,0.2798
28,0.0888186,A,4.9997,V,F,CV, 05/08/2024,15:48:34,0.3864
29,0.0638786,A,4.99966,V,F,CV, 05/08/2024,15:48:34,0.4929
30,0.0643265,A,4.99969,V,F,CV, 05/08/2024,15:48:34,0.5995
31,0.0898415,A,4.99967,V,F,CV, 05/08/2024,15:48:34,0.706
32,0.0646363,A,4.99971,V,F,CV, 05/08/2024,15:48:34,0.8125
33,0.0646785,A,4.99968,V,F,CV, 05/08/2024,15:48:34,0.9191
34,0.0642911,A,4.99973,V,F,CV, 05/08/2024,15:48:35,0.0256
35,0.0641655,A,4.99969,V,F,CV, 05/08/2024,15:48:35,0.1322
36,0.0630502,A,4.99969,V,F,CV, 05/08/2024,15:48:35,0.2388
37,0.064432,A,4.99969,V,F,CV, 05/08/2024,15:48:35,0.3453
38,0.0635533,A,4.9997,V,F,CV, 05/08/2024,15:48:35,0.4518
39,0.0641526,A,4.99967,V,F,CV, 05/08/2024,15:48:35,0.5584
40,0.0701343,A,4.99967,V,F,CV, 05/08/2024,15:48:35,0.665
41,0.0634956,A,4.99967,V,F,CV, 05/08/2024,15:48:35,0.7715
42,0.0644351,A,4.99967,V,F,CV, 05/08/2024,15:48:35,0.8781
43,0.0646761,A,4.99971,V,F,CV, 05/08/2024,15:48:35,0.9846
44,0.0646922,A,4.99969,V,F,CV, 05/08/2024,15:48:36,0.0912
45,0.0640104,A,4.99968,V,F,CV, 05/08/2024,15:48:36,0.1977
46,0.0643373,A,4.99967,V,F,CV, 05/08/2024,15:48:36,0.3042
47,0.0632804,A,4.99966,V,F,CV, 05/08/2024,15:48:36,0.4108
48,0.063453,A,4.99967,V,F,CV, 05/08/2024,15:48:36,0.5173
49,0.0646601,A,4.9997,V,F,CV, 05/08/2024,15:48:36,0.6239
50,0.0632425,A,4.99969,V,F,CV, 05/08/2024,15:48:36,0.7304
51,0.0643142,A,4.99971,V,F,CV, 05/08/2024,15:48:36,0.8369
52,0.0880602,A,4.99967,V,F,CV, 05/08/2024,15:48:36,0.9435
53,0.0642706,A,4.99969,V,F,CV, 05/08/2024,15:48:37,0.05
54,0.0645873,A,4.9997,V,F,CV, 05/08/2024,15:48:37,0.1566
55,0.089875,A,4.99968,V,F,CV, 05/08/2024,15:48:37,0.2631
56,0.0645594,A,4.99969,V,F,CV, 05/08/2024,15:48:37,0.3697
57,0.0637557,A,4.99969,V,F,CV, 05/08/2024,15:48:37,0.4762
58,0.0639347,A,4.99967,V,F,CV, 05/08/2024,15:48:37,0.5828
59,0.064053,A,4.9997,V,F,CV, 05/08/2024,15:48:37,0.6893
60,0.0633897,A,4.99967,V,F,CV, 05/08/2024,15:48:37,0.7959
61,0.0643334,A,4.99968,V,F,CV, 05/08/2024,15:48:37,0.9024
62,0.0641838,A,4.99968,V,F,CV, 05/08/2024,15:48:38,0.009
63,0.0638722,A,4.99969,V,F,CV, 05/08/2024,15:48:38,0.1155
64,0.0647213,A,4.9997,V,F,CV, 05/08/2024,15:48:38,0.2221
65,0.0659562,A,4.99967,V,F,CV, 05/08/2024,15:48:38,0.3287
66,0.0644856,A,4.99967,V,F,CV, 05/08/2024,15:48:38,0.4353
67,0.0642982,A,4.9997,V,F,CV, 05/08/2024,15:48:38,0.5418
68,0.0870473,A,4.99967,V,F,CV, 05/08/2024,15:48:38,0.6484
69,0.0632414,A,4.99967,V,F,CV, 05/08/2024,15:48:38,0.7549
70,0.0637298,A,4.99967,V,F,CV, 05/08/2024,15:48:38,0.8615
71,0.0883499,A,4.99969,V,F,CV, 05/08/2024,15:48:38,0.9681
72,0.0645732,A,4.99969,V,F,CV, 05/08/2024,15:48:39,0.0746
73,0.0636333,A,4.99967,V,F,CV, 05/08/2024,15:48:39,0.1812
74,0.0643356,A,4.99965,V,F,CV, 05/08/2024,15:48:39,0.2878
75,0.0900363,A,4.99966,V,F,CV, 05/08/2024,15:48:39,0.3944
76,0.064689,A,4.99967,V,F,CV, 05/08/2024,15:48:39,0.5009
77,0.0648528,A,4.99969,V,F,CV, 05/08/2024,15:48:39,0.6075
78,0.086441,A,4.99966,V,F,CV, 05/08/2024,15:48:39,0.714
79,0.0636387,A,4.99969,V,F,CV, 05/08/2024,15:48:39,0.8206
80,0.063625,A,4.99967,V,F,CV, 05/08/2024,15:48:39,0.9271
81,0.0889929,A,4.99967,V,F,CV, 05/08/2024,15:48:40,0.0337
82,0.0643639,A,4.99967,V,F,CV, 05/08/2024,15:48:40,0.1403
83,0.0637118,A,4.99964,V,F,CV, 05/08/2024,15:48:40,0.2468
84,0.0643863,A,4.99966,V,F,CV, 05/08/2024,15:48:40,0.3534
85,0.0673086,A,4.99969,V,F,CV, 05/08/2024,15:48:40,0.4599
86,0.0643512,A,4.99967,V,F,CV, 05/08/2024,15:48:40,0.5664
87,0.0650264,A,4.99972,V,F,CV, 05/08/2024,15:48:40,0.673
88,0.0646484,A,4.99968,V,F,CV, 05/08/2024,15:48:40,0.7795
89,0.0641994,A,4.99968,V,F,CV, 05/08/2024,15:48:40,0.8861
90,0.0643063,A,4.9997,V,F,CV, 05/08/2024,15:48:40,0.9926
91,0.0636701,A,4.99967,V,F,CV, 05/08/2024,15:48:41,0.0992
92,0.0630423,A,4.99969,V,F,CV, 05/08/2024,15:48:41,0.2057
93,0.0638363,A,4.99964,V,F,CV, 05/08/2024,15:48:41,0.3123
94,0.0852048,A,4.99965,V,F,CV, 05/08/2024,15:48:41,0.4189
95,0.0633971,A,4.9997,V,F,CV, 05/08/2024,15:48:41,0.5254
96,0.0642236,A,4.99968,V,F,CV, 05/08/2024,15:48:41,0.632
97,0.0873005,A,4.99972,V,F,CV, 05/08/2024,15:48:41,0.7386
98,0.0642781,A,4.99968,V,F,CV, 05/08/2024,15:48:41,0.8451
99,0.0646343,A,4.99968,V,F,CV, 05/08/2024,15:48:41,0.9516
100,0.0903157,A,4.99964,V,F,CV, 05/08/2024,15:48:42,0.0578
101,0.0643368,A,4.99965,V,F,CV, 05/08/2024,15:48:42,0.1644
102,0.063395,A,4.9997,V,F,CV, 05/08/2024,15:48:42,0.2709
103,0.0637249,A,4.99968,V,F,CV, 05/08/2024,15:48:42,0.3775
104,0.0844192,A,4.99966,V,F,CV, 05/08/2024,15:48:42,0.4841
105,0.0637337,A,4.99967,V,F,CV, 05/08/2024,15:48:42,0.5906
106,0.0643939,A,4.99966,V,F,CV, 05/08/2024,15:48:42,0.6972
107,0.0635501,A,4.99969,V,F,CV, 05/08/2024,15:48:42,0.8038
108,0.0643596,A,4.99963,V,F,CV, 05/08/2024,15:48:42,0.9103
109,0.0888894,A,4.99965,V,F,CV, 05/08/2024,15:48:43,0.0169
110,0.0649445,A,4.99965,V,F,CV, 05/08/2024,15:48:43,0.1235
111,0.0641361,A,4.99966,V,F,CV, 05/08/2024,15:48:43,0.23
112,0.0646561,A,4.99968,V,F,CV, 05/08/2024,15:48:43,0.3366
113,0.0636174,A,4.99966,V,F,CV, 05/08/2024,15:48:43,0.4431
114,0.0634765,A,4.99969,V,F,CV, 05/08/2024,15:48:43,0.5497
115,0.0676263,A,4.99971,V,F,CV, 05/08/2024,15:48:43,0.6563
116,0.0632437,A,4.99968,V,F,CV, 05/08/2024,15:48:43,0.7628
117,0.0640323,A,4.99969,V,F,CV, 05/08/2024,15:48:43,0.8694
118,0.0884497,A,4.99968,V,F,CV, 05/08/2024,15:48:43,0.9759
119,0.0646482,A,4.99966,V,F,CV, 05/08/2024,15:48:44,0.0825
120,0.0644817,A,4.99967,V,F,CV, 05/08/2024,15:48:44,0.1891
121,0.0647745,A,4.99966,V,F,CV, 05/08/2024,15:48:44,0.2956
122,0.0896384,A,4.99968,V,F,CV, 05/08/2024,15:48:44,0.4022
123,0.064013,A,4.99973,V,F,CV, 05/08/2024,15:48:44,0.5087
124,0.0641557,A,4.99971,V,F,CV, 05/08/2024,15:48:44,0.6153
125,0.0631176,A,4.99967,V,F,CV, 05/08/2024,15:48:44,0.7218
126,0.0637066,A,4.99966,V,F,CV, 05/08/2024,15:48:44,0.8284
127,0.0771834,A,4.99966,V,F,CV, 05/08/2024,15:48:44,0.9349
128,0.0639979,A,4.99969,V,F,CV, 05/08/2024,15:48:45,0.0415
129,0.0636865,A,4.99967,V,F,CV, 05/08/2024,15:48:45,0.148
130,0.0644156,A,4.99964,V,F,CV, 05/08/2024,15:48:45,0.2546
131,0.0846807,A,4.99972,V,F,CV, 05/08/2024,15:48:45,0.3611
132,0.0641851,A,4.9997,V,F,CV, 05/08/2024,15:48:45,0.4677
133,0.0642079,A,4.9997,V,F,CV, 05/08/2024,15:48:45,0.5743
134,0.0886913,A,4.99968,V,F,CV, 05/08/2024,15:48:45,0.6808
135,0.063664,A,4.99966,V,F,CV, 05/08/2024,15:48:45,0.7874
136,0.0636466,A,4.99968,V,F,CV, 05/08/2024,15:48:45,0.894
137,0.0898235,A,4.9997,V,F,CV, 05/08/2024,15:48:46,0.0005
138,0.0641609,A,4.99971,V,F,CV, 05/08/2024,15:48:46,0.107
139,0.0638885,A,4.99965,V,F,CV, 05/08/2024,15:48:46,0.2136
140,0.0645873,A,4.99969,V,F,CV, 05/08/2024,15:48:46,0.3202
141,0.0637163,A,4.99972,V,F,CV, 05/08/2024,15:48:46,0.4267
142,0.0646952,A,4.99972,V,F,CV, 05/08/2024,15:48:46,0.5333
143,0.0856049,A,4.99971,V,F,CV, 05/08/2024,15:48:46,0.6399
144,0.0638735,A,4.99966,V,F,CV, 05/08/2024,15:48:46,0.7465
145,0.0640308,A,4.9997,V,F,CV, 05/08/2024,15:48:46,0.853
146,0.0641374,A,4.9997,V,F,CV, 05/08/2024,15:48:46,0.9596
147,0.0631786,A,4.99968,V,F,CV, 05/08/2024,15:48:47,0.0661
148,0.0641788,A,4.99967,V,F,CV, 05/08/2024,15:48:47,0.1727
149,0.0641669,A,4.99968,V,F,CV, 05/08/2024,15:48:47,0.2792
150,0.0638071,A,4.9997,V,F,CV, 05/08/2024,15:48:47,0.3858
151,0.0643262,A,4.99972,V,F,CV, 05/08/2024,15:48:47,0.4924
152,0.0681778,A,4.99967,V,F,CV, 05/08/2024,15:48:47,0.5989
153,0.0641017,A,4.9997,V,F,CV, 05/08/2024,15:48:47,0.7055
154,0.064838,A,4.99972,V,F,CV, 05/08/2024,15:48:47,0.812
155,0.087121,A,4.99967,V,F,CV, 05/08/2024,15:48:47,0.9186
156,0.063629,A,4.99963,V,F,CV, 05/08/2024,15:48:48,0.0252
157,0.0637724,A,4.99967,V,F,CV, 05/08/2024,15:48:48,0.1317
158,0.0891945,A,4.99968,V,F,CV, 05/08/2024,15:48:48,0.2383
159,0.0641819,A,4.99971,V,F,CV, 05/08/2024,15:48:48,0.3448
160,0.063661,A,4.9997,V,F,CV, 05/08/2024,15:48:48,0.4514
161,0.0644278,A,4.99965,V,F,CV, 05/08/2024,15:48:48,0.5579
162,0.0664984,A,4.99967,V,F,CV, 05/08/2024,15:48:48,0.6644
163,0.0638867,A,4.99966,V,F,CV, 05/08/2024,15:48:48,0.771
164,0.0647131,A,4.99969,V,F,CV, 05/08/2024,15:48:48,0.8776
165,0.0650157,A,4.99968,V,F,CV, 05/08/2024,15:48:48,0.9841
166,0.0642854,A,4.99964,V,F,CV, 05/08/2024,15:48:49,0.0907
167,0.0644514,A,4.99968,V,F,CV, 05/08/2024,15:48:49,0.1973
168,0.0639419,A,4.99967,V,F,CV, 05/08/2024,15:48:49,0.3038
169,0.0638046,A,4.99968,V,F,CV, 05/08/2024,15:48:49,0.4103
170,0.0632672,A,4.99969,V,F,CV, 05/08/2024,15:48:49,0.5169
171,0.0643764,A,4.99966,V,F,CV, 05/08/2024,15:48:49,0.6235
172,0.0633929,A,4.99964,V,F,CV, 05/08/2024,15:48:49,0.7301
173,0.0643241,A,4.99965,V,F,CV, 05/08/2024,15:48:49,0.8366
174,0.0782921,A,4.99967,V,F,CV, 05/08/2024,15:48:49,0.9432
175,0.0645552,A,4.99966,V,F,CV, 05/08/2024,15:48:50,0.0497
176,0.0642106,A,4.99966,V,F,CV, 05/08/2024,15:48:50,0.1563
177,0.064582,A,4.99968,V,F,CV, 05/08/2024,15:48:50,0.2628
178,0.0903882,A,4.99966,V,F,CV, 05/08/2024,15:48:50,0.3694
179,0.0638545,A,4.99968,V,F,CV, 05/08/2024,15:48:50,0.476
180,0.0638544,A,4.99965,V,F,CV, 05/08/2024,15:48:50,0.5826
181,0.0745558,A,4.99967,V,F,CV, 05/08/2024,15:48:50,0.6892
182,0.0631902,A,4.99967,V,F,CV, 05/08/2024,15:48:50,0.7957
183,0.0643881,A,4.99969,V,F,CV, 05/08/2024,15:48:50,0.9023
184,0.0632909,A,4.99967,V,F,CV, 05/08/2024,15:48:51,0.0088
185,0.0643365,A,4.99965,V,F,CV, 05/08/2024,15:48:51,0.1154
186,0.0641734,A,4.99971,V,F,CV, 05/08/2024,15:48:51,0.222
187,0.0646128,A,4.99968,V,F,CV, 05/08/2024,15:48:51,0.3285
188,0.0643864,A,4.99968,V,F,CV, 05/08/2024,15:48:51,0.4351
189,0.0644831,A,4.99969,V,F,CV, 05/08/2024,15:48:51,0.5416
190,0.0638127,A,4.99969,V,F,CV, 05/08/2024,15:48:51,0.6481
191,0.0638245,A,4.99966,V,F,CV, 05/08/2024,15:48:51,0.7547
192,0.0720006,A,4.99968,V,F,CV, 05/08/2024,15:48:51,0.8612
193,0.0629241,A,4.99965,V,F,CV, 05/08/2024,15:48:51,0.9677
194,0.0638953,A,4.99967,V,F,CV, 05/08/2024,15:48:52,0.0743
195,0.0890336,A,4.99964,V,F,CV, 05/08/2024,15:48:52,0.1809
196,0.0646065,A,4.99966,V,F,CV, 05/08/2024,15:48:52,0.2874
197,0.0642926,A,4.99968,V,F,CV, 05/08/2024,15:48:52,0.394
198,0.0649461,A,4.99969,V,F,CV, 05/08/2024,15:48:52,0.5005
199,0.0642168,A,4.99968,V,F,CV, 05/08/2024,15:48:52,0.6071
200,0.0641209,A,4.99969,V,F,CV, 05/08/2024,15:48:52,0.7136
201,0.073967,A,4.99967,V,F,CV, 05/08/2024,15:48:52,0.8202
202,0.0632637,A,4.99971,V,F,CV, 05/08/2024,15:48:52,0.9267
203,0.0635565,A,4.99969,V,F,CV, 05/08/2024,15:48:53,0.0333
204,0.087116,A,4.99966,V,F,CV, 05/08/2024,15:48:53,0.1398
205,0.06471,A,4.99968,V,F,CV, 05/08/2024,15:48:53,0.2464
206,0.0635222,A,4.99967,V,F,CV, 05/08/2024,15:48:53,0.353
207,0.0643433,A,4.99966,V,F,CV, 05/08/2024,15:48:53,0.4596
208,0.0903515,A,4.99966,V,F,CV, 05/08/2024,15:48:53,0.5661
209,0.0644819,A,4.99968,V,F,CV, 05/08/2024,15:48:53,0.6727
210,0.065,A,4.99969,V,F,CV, 05/08/2024,15:48:53,0.7792
211,0.0858868,A,4.9997,V,F,CV, 05/08/2024,15:48:53,0.8858
212,0.0638073,A,4.99969,V,F,CV, 05/08/2024,15:48:53,0.9923
213,0.0642717,A,4.99967,V,F,CV, 05/08/2024,15:48:54,0.0989
214,0.0890997,A,4.99968,V,F,CV, 05/08/2024,15:48:54,0.2054
215,0.0644544,A,4.99972,V,F,CV, 05/08/2024,15:48:54,0.312
216,0.0638947,A,4.99967,V,F,CV, 05/08/2024,15:48:54,0.4185
217,0.0644509,A,4.99965,V,F,CV, 05/08/2024,15:48:54,0.5251
218,0.0642902,A,4.99969,V,F,CV, 05/08/2024,15:48:54,0.6316
219,0.0641747,A,4.99968,V,F,CV, 05/08/2024,15:48:54,0.7382
220,0.0649421,A,4.99967,V,F,CV, 05/08/2024,15:48:54,0.8447
221,0.0643317,A,4.99965,V,F,CV, 05/08/2024,15:48:54,0.9513
222,0.0643425,A,4.99965,V,F,CV, 05/08/2024,15:48:55,0.0579
223,0.0644178,A,4.99969,V,F,CV, 05/08/2024,15:48:55,0.1644
224,0.0642822,A,4.99965,V,F,CV, 05/08/2024,15:48:55,0.271
225,0.0631445,A,4.99967,V,F,CV, 05/08/2024,15:48:55,0.3775
226,0.0641661,A,4.99967,V,F,CV, 05/08/2024,15:48:55,0.4841
227,0.0643722,A,4.99971,V,F,CV, 05/08/2024,15:48:55,0.5907
228,0.0638363,A,4.99969,V,F,CV, 05/08/2024,15:48:55,0.6972
229,0.0645016,A,4.99969,V,F,CV, 05/08/2024,15:48:55,0.8038
230,0.0641058,A,4.9997,V,F,CV, 05/08/2024,15:48:55,0.9103
231,0.0646062,A,4.99969,V,F,CV, 05/08/2024,15:48:56,0.0169
232,0.0643722,A,4.99968,V,F,CV, 05/08/2024,15:48:56,0.1234
233,0.0639492,A,4.99973,V,F,CV, 05/08/2024,15:48:56,0.23
234,0.064222,A,4.99971,V,F,CV, 05/08/2024,15:48:56,0.3365
235,0.0643601,A,4.9997,V,F,CV, 05/08/2024,15:48:56,0.443
236,0.063107,A,4.99968,V,F,CV, 05/08/2024,15:48:56,0.5496
237,0.0641582,A,4.99967,V,F,CV, 05/08/2024,15:48:56,0.6561
238,0.0762581,A,4.99969,V,F,CV, 05/08/2024,15:48:56,0.7627
239,0.0636893,A,4.99969,V,F,CV, 05/08/2024,15:48:56,0.8692
240,0.0646174,A,4.99968,V,F,CV, 05/08/2024,15:48:56,0.9758
241,0.0639835,A,4.99969,V,F,CV, 05/08/2024,15:48:57,0.082
242,0.0645565,A,4.99964,V,F,CV, 05/08/2024,15:48:57,0.1886
243,0.0646759,A,4.99966,V,F,CV, 05/08/2024,15:48:57,0.2952
244,0.0645599,A,4.99967,V,F,CV, 05/08/2024,15:48:57,0.4017
245,0.0641019,A,4.99972,V,F,CV, 05/08/2024,15:48:57,0.5083
246,0.0637799,A,4.99969,V,F,CV, 05/08/2024,15:48:57,0.6148
247,0.081745,A,4.99965,V,F,CV, 05/08/2024,15:48:57,0.7214
248,0.0629209,A,4.99966,V,F,CV, 05/08/2024,15:48:57,0.8279
249,0.063941,A,4.99966,V,F,CV, 05/08/2024,15:48:57,0.9345
250,0.0897963,A,4.99968,V,F,CV, 05/08/2024,15:48:58,0.041
251,0.0646555,A,4.99966,V,F,CV, 05/08/2024,15:48:58,0.1476
252,0.0642813,A,4.99968,V,F,CV, 05/08/2024,15:48:58,0.2541
253,0.0645778,A,4.99966,V,F,CV, 05/08/2024,15:48:58,0.3607
254,0.0897026,A,4.99967,V,F,CV, 05/08/2024,15:48:58,0.4673
255,0.089069,A,4.99968,V,F,CV, 05/08/2024,15:44:32,0.2041
256,0.0641755,A,4.99967,V,F,CV, 05/08/2024,15:44:32,0.3107
257,0.0632531,A,4.99969,V,F,CV, 05/08/2024,15:44:32,0.4172
258,0.0641453,A,4.9997,V,F,CV, 05/08/2024,15:44:32,0.5237
259,0.0631549,A,4.99968,V,F,CV, 05/08/2024,15:44:32,0.6303
260,0.0641458,A,4.9997,V,F,CV, 05/08/2024,15:44:32,0.7368
261,0.0645988,A,4.9997,V,F,CV, 05/08/2024,15:44:32,0.8434
262,0.0643342,A,4.99967,V,F,CV, 05/08/2024,15:44:32,0.9499
263,0.0647324,A,4.9997,V,F,CV, 05/08/2024,15:44:33,0.0564
264,0.0643102,A,4.99968,V,F,CV, 05/08/2024,15:44:33,0.163
265,0.0635461,A,4.9997,V,F,CV, 05/08/2024,15:44:33,0.2695
266,0.0639307,A,4.99969,V,F,CV, 05/08/2024,15:44:33,0.376
267,0.0902824,A,4.99966,V,F,CV, 05/08/2024,15:44:33,0.4826
268,0.0632454,A,4.99969,V,F,CV, 05/08/2024,15:44:33,0.5891
269,0.0638788,A,4.9997,V,F,CV, 05/08/2024,15:44:33,0.6956
270,0.0895912,A,4.99968,V,F,CV, 05/08/2024,15:44:33,0.8022
271,0.0637274,A,4.99969,V,F,CV, 05/08/2024,15:44:33,0.9087
272,0.0644364,A,4.9997,V,F,CV, 05/08/2024,15:44:34,0.0152
273,0.0644058,A,4.99971,V,F,CV, 05/08/2024,15:44:34,0.1217
274,0.06487,A,4.99968,V,F,CV, 05/08/2024,15:44:34,0.2283
275,0.0644977,A,4.99967,V,F,CV, 05/08/2024,15:44:34,0.3348
276,0.0645926,A,4.99967,V,F,CV, 05/08/2024,15:44:34,0.4414
277,0.0637236,A,4.99966,V,F,CV, 05/08/2024,15:44:34,0.5479
278,0.063432,A,4.99965,V,F,CV, 05/08/2024,15:44:34,0.6545
279,0.064172,A,4.99966,V,F,CV, 05/08/2024,15:44:34,0.761
280,0.0639224,A,4.99964,V,F,CV, 05/08/2024,15:44:34,0.8675
281,0.0637274,A,4.99966,V,F,CV, 05/08/2024,15:44:34,0.9741
282,0.0643377,A,4.99968,V,F,CV, 05/08/2024,15:44:35,0.0806
283,0.0646772,A,4.99965,V,F,CV, 05/08/2024,15:44:35,0.1871
284,0.0643329,A,4.99969,V,F,CV, 05/08/2024,15:44:35,0.2936
285,0.0649929,A,4.99966,V,F,CV, 05/08/2024,15:44:35,0.4001
286,0.0809625,A,4.99968,V,F,CV, 05/08/2024,15:44:35,0.5066
287,0.0638314,A,4.99971,V,F,CV, 05/08/2024,15:44:35,0.6131
288,0.0642647,A,4.99969,V,F,CV, 05/08/2024,15:44:35,0.7196
289,0.063751,A,4.99968,V,F,CV, 05/08/2024,15:44:35,0.8262
290,0.063229,A,4.99964,V,F,CV, 05/08/2024,15:44:35,0.9327
291,0.0643586,A,4.99967,V,F,CV, 05/08/2024,15:44:36,0.0392
292,0.0639877,A,4.99966,V,F,CV, 05/08/2024,15:44:36,0.1458
293,0.0638559,A,4.99968,V,F,CV, 05/08/2024,15:44:36,0.2523
294,0.0642648,A,4.9997,V,F,CV, 05/08/2024,15:44:36,0.3588
295,0.0649274,A,4.99969,V,F,CV, 05/08/2024,15:44:36,0.4654
296,0.0648549,A,4.9997,V,F,CV, 05/08/2024,15:44:36,0.5719
297,0.0640131,A,4.99967,V,F,CV, 05/08/2024,15:44:36,0.6785
298,0.0644189,A,4.9997,V,F,CV, 05/08/2024,15:44:36,0.785
299,0.0651394,A,4.99971,V,F,CV, 05/08/2024,15:44:36,0.8915
300,0.0629945,A,4.99972,V,F,CV, 05/08/2024,15:44:36,0.998
301,0.0641094,A,4.99973,V,F,CV, 05/08/2024,15:44:37,0.1046
302,0.0641094,A,4.99971,V,F,CV, 05/08/2024,15:44:37,0.2111
303,0.063919,A,4.99972,V,F,CV, 05/08/2024,15:44:37,0.3176
304,0.0644015,A,4.9997,V,F,CV, 05/08/2024,15:44:37,0.4241
305,0.0651699,A,4.9997,V,F,CV, 05/08/2024,15:44:37,0.5307
306,0.0642655,A,4.99967,V,F,CV, 05/08/2024,15:44:37,0.6372
307,0.0645424,A,4.99968,V,F,CV, 05/08/2024,15:44:37,0.7438
308,0.075987,A,4.99969,V,F,CV, 05/08/2024,15:44:37,0.8503
309,0.0638346,A,4.99968,V,F,CV, 05/08/2024,15:44:37,0.9569
310,0.0636955,A,4.99967,V,F,CV, 05/08/2024,15:44:38,0.0634
311,0.0640639,A,4.99968,V,F,CV, 05/08/2024,15:44:38,0.1699
312,0.0641612,A,4.99966,V,F,CV, 05/08/2024,15:44:38,0.2764
313,0.063499,A,4.99964,V,F,CV, 05/08/2024,15:44:38,0.383
314,0.0643228,A,4.99969,V,F,CV, 05/08/2024,15:44:38,0.4895
315,0.0642645,A,4.99967,V,F,CV, 05/08/2024,15:44:38,0.5961
316,0.0643918,A,4.99967,V,F,CV, 05/08/2024,15:44:38,0.7026
317,0.0653548,A,4.99969,V,F,CV, 05/08/2024,15:44:38,0.8091
318,0.064272,A,4.99968,V,F,CV, 05/08/2024,15:44:38,0.9156
319,0.0639825,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.0222
320,0.0642204,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.1287
321,0.0636467,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.2352
322,0.0632124,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.3418
323,0.0639705,A,4.99967,V,F,CV, 05/08/2024,15:44:39,0.4483
324,0.0645024,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.5548
325,0.0638428,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.6613
326,0.064449,A,4.99967,V,F,CV, 05/08/2024,15:44:39,0.7678
327,0.065124,A,4.9997,V,F,CV, 05/08/2024,15:44:39,0.8744
328,0.064543,A,4.99968,V,F,CV, 05/08/2024,15:44:39,0.9809
329,0.0645863,A,4.99969,V,F,CV, 05/08/2024,15:44:40,0.0874
330,0.0641428,A,4.9997,V,F,CV, 05/08/2024,15:44:40,0.194
331,0.0640229,A,4.99969,V,F,CV, 05/08/2024,15:44:40,0.3005
332,0.0629816,A,4.99965,V,F,CV, 05/08/2024,15:44:40,0.407
333,0.0641943,A,4.99969,V,F,CV, 05/08/2024,15:44:40,0.5136
334,0.0633386,A,4.99966,V,F,CV, 05/08/2024,15:44:40,0.6201
335,0.0640005,A,4.99964,V,F,CV, 05/08/2024,15:44:40,0.7267
336,0.0743455,A,4.99966,V,F,CV, 05/08/2024,15:44:40,0.8332
337,0.0637905,A,4.99967,V,F,CV, 05/08/2024,15:44:40,0.9398
338,0.0644794,A,4.99962,V,F,CV, 05/08/2024,15:44:41,0.0463
339,0.0896533,A,4.99964,V,F,CV, 05/08/2024,15:44:41,0.1529
340,0.064568,A,4.99969,V,F,CV, 05/08/2024,15:44:41,0.2594
